Note,LGBTQ,ADULT_CONTENT,HEALTH,DRUGS_ALCOHOL_GAMBLING,RACE,VIOLENCE_CRIME,POLITICS,RELATION,LOCATION,NONE
doc austin rivers father son counseling,0,0,0,0,0,0,0,1,0,0
illegal immigrants public universities,0,0,0,0,0,0,1,0,0,0
fake id,0,0,0,0,0,1,0,0,0,0
france,0,0,0,0,0,0,0,0,1,0
thai,0,0,0,0,1,0,0,0,0,0
beer treats babe,0,1,0,0,0,0,0,0,0,0
requesting government name back,0,0,0,0,0,0,1,0,0,0
buddha,0,0,0,0,1,0,0,0,0,0
nd place poker,0,0,0,1,0,0,0,0,0,0
husband kinda ridiculous things sports related,0,0,0,0,0,0,0,1,0,0
bday cash love son happy,0,0,0,0,0,0,0,1,0,0
u gay,1,0,0,0,0,0,0,0,0,0
need eat take back pill,0,0,1,0,0,0,0,0,0,0
africa gon na china jr,0,0,0,0,1,0,0,0,0,0
rash cream,0,0,1,0,0,0,0,0,0,0
stupid russians,0,0,0,0,1,0,0,0,0,0
gay,1,0,0,0,0,0,0,0,0,0
sexual services,0,1,0,0,0,0,0,0,0,0
san francisco ers,0,0,0,0,0,0,0,0,1,0
burn,0,1,0,0,0,0,0,0,0,0
chinese noms,0,0,0,0,1,0,0,0,0,0
hi,0,0,0,0,0,0,0,0,0,0
doctor,0,0,1,0,0,0,0,0,0,0
biological weapons putin,0,0,0,0,0,1,0,0,0,0
human trafficking,0,0,0,0,0,1,0,0,0,0
gay,1,0,0,0,0,0,0,0,0,0
post trauma therapy,0,0,1,0,0,0,0,0,0,0
rhodeeeekkk,0,0,0,0,0,0,0,0,1,0
bets bet,0,0,0,1,0,0,0,0,0,0
vegas,0,0,0,0,0,0,0,0,1,0
food rome,0,0,0,0,0,0,0,0,1,0
black,0,0,0,0,1,0,0,0,0,0
sofar,0,0,0,0,0,0,0,0,0,0
ouch sauce,0,0,0,0,0,0,0,0,0,0
weekend stuff,0,0,0,0,0,0,0,0,0,0
indian people,0,0,0,0,1,0,0,0,0,0
canadian thxgiving,0,0,0,0,1,0,0,0,0,0
hey man city people bet things,0,0,0,1,0,0,0,0,0,0
ziah doctor,0,0,1,0,0,0,0,0,0,0
pee police officer,0,0,0,0,0,1,0,0,0,0
special husband,0,0,0,0,0,0,0,1,0,0
fake id,0,0,0,0,0,1,0,0,0,0
bet,0,0,0,1,0,0,0,0,0,0
trump handshake,0,0,0,0,0,0,1,0,0,0
daughters,0,0,0,0,0,0,0,1,0,0
canadian immigration,0,0,0,0,0,0,1,0,0,0
russian piss juice,0,0,0,0,1,0,0,0,0,0
venmo_dollar,0,0,0,0,0,0,0,0,0,0
san diego,0,0,0,0,0,0,0,0,1,0
gay,1,0,0,0,0,0,0,0,0,0
portlandia,0,0,0,0,0,0,0,0,1,0
good son,0,0,0,0,0,0,0,1,0,0
bill clinton never forget,0,0,0,0,0,0,1,0,0,0
lost bet props solid minute keg stand,0,0,0,1,0,0,0,0,0,0
strippers,0,1,0,0,0,0,0,0,0,0
festival_floaty rocket_popsicle,0,0,0,0,0,0,0,0,0,0
gas basket fire,0,0,0,0,0,1,0,0,0,0
chill,0,0,0,0,0,0,0,0,0,0
stuffs u d u d,0,0,0,0,0,0,0,0,0,0
gay af,1,0,0,0,0,0,0,0,0,0
da fuk second belt,0,1,0,0,0,0,0,0,0,0
looking rash,0,0,1,0,0,0,0,0,0,0
deposit wish could hook,0,1,0,0,0,0,0,0,0,0
san francisco,0,0,0,0,0,0,0,0,1,0
gas canada,0,0,0,0,0,0,0,0,1,0
dubai uber,0,0,0,0,0,0,0,0,1,0
hi,0,0,0,0,0,0,0,0,0,0
opium,0,0,0,1,0,0,0,0,0,0
pain relieving stuff walmart thanks,0,0,1,0,0,0,0,0,0,0
medical bill fungal infection,0,0,1,0,0,0,0,0,0,0
obnoxious irishman,0,0,0,0,1,0,0,0,0,0
bringing drunk wife home,0,0,0,1,0,0,0,1,0,0
weed grenade,0,0,0,1,0,0,0,0,0,0
chem trails nasa fake definitely get accounts suspended,0,0,0,0,0,0,1,0,0,0
u d fav daughter,0,0,0,0,0,0,0,1,0,0
stuff things none business fbi agent man,0,0,0,0,0,1,0,0,0,0
good asian stuff,0,0,0,0,1,0,0,0,0,0
best aids one could ask,0,0,1,0,0,0,0,0,0,0
dallas,0,0,0,0,0,0,0,0,1,0
cleveland,0,0,0,0,0,0,0,0,1,0
chinese people,0,0,0,0,1,0,0,0,0,0
lp l bunch thieves,0,0,0,0,0,1,0,0,0,0
tim lair mayor,0,0,0,0,0,0,1,0,0,0
drink pinks,0,0,0,1,0,0,0,0,0,0
space weed,0,0,0,1,0,0,0,0,0,0
gay stuff,1,0,0,0,0,0,0,0,0,0
portland,0,0,0,0,0,0,0,0,1,0
indian clothes plane like snakes plane get,0,0,0,0,1,0,0,0,0,0
supporting communism,0,0,0,0,0,0,1,0,0,0
mbh including marissa sister husband,0,0,0,0,0,0,0,1,0,0
husband,0,0,0,0,0,0,0,1,0,0
clinic,0,0,1,0,0,0,0,0,0,0
price poker,0,0,0,1,0,0,0,0,0,0
ur gay,1,0,0,0,0,0,0,0,0,0
placenta,0,0,1,0,0,0,0,0,0,0
mexican bounty,0,0,0,0,1,0,0,0,0,0
fee punishing falcon punch,0,0,0,0,0,1,0,0,0,0
gambling debt,0,0,0,1,0,0,0,0,0,0
rescue stabbing chicago,0,0,0,0,0,1,0,0,0,0
play time husband,0,0,0,0,0,0,0,1,0,0
teen drinking bad yo got fake id tho,0,0,0,0,0,1,0,0,0,0
yeah fool,0,0,0,0,0,0,0,0,0,0
rum cranberry,0,0,0,1,0,0,0,0,0,0
thai,0,0,0,0,1,0,0,0,0,0
alaska,0,0,0,0,0,0,0,0,1,0
one best daughters dad could ask,0,0,0,0,0,0,0,1,0,0
mochi bc depression real,0,0,1,0,0,0,0,0,0,0
got robbed,0,0,0,0,0,1,0,0,0,0
boobies,0,1,0,0,0,0,0,0,0,0
slightly worked middle class white people,0,0,0,0,1,0,0,0,0,0
obama care,0,0,0,0,0,0,1,0,0,0
melania,0,0,0,0,0,0,1,0,0,0
asians,0,0,0,0,1,0,0,0,0,0
feeding starving african,0,0,0,0,1,0,0,0,0,0
biological weapons putin,0,0,0,0,0,0,1,0,0,0
gay excursions,1,0,0,0,0,0,0,0,0,0
divorce,0,0,0,0,0,0,0,1,0,0
awesome buttsex,0,1,0,0,0,0,0,0,0,0
cause terrorist beat drunken irishman,0,0,0,0,1,1,0,0,0,0
christian,0,0,0,0,1,0,0,0,0,0
gay,1,0,0,0,0,0,0,0,0,0
got square son atl,0,0,0,0,0,0,0,1,0,0
redi clinic dr appoinmentmeda,0,0,1,0,0,0,0,0,0,0
poppers,0,0,0,1,0,0,0,0,0,0
still paid chinese got venmo,0,0,0,0,1,0,0,0,0,0
arbor,0,0,0,0,0,0,0,0,1,0
thanks bra,0,1,0,0,0,0,0,0,0,0
team gay pat,1,0,0,0,0,0,0,0,0,0
political anarchy,0,0,0,0,0,0,1,0,0,0
gay,1,0,0,0,0,0,0,0,0,0
sweet tierny daughter desbvenmomvmt,0,0,0,0,0,0,0,1,0,0
buying cruz votes,0,0,0,0,0,0,1,0,0,0
sore,0,0,1,0,0,0,0,0,0,0
bet,0,0,0,1,0,0,0,0,0,0
whip cream condoms lucky s,0,1,0,0,0,0,0,0,0,0
nuclear weapons,0,0,0,0,0,1,0,0,0,0
chills,0,0,1,0,0,0,0,0,0,0
gentlemens bet,0,0,0,1,0,0,0,0,0,0
ur gay,1,0,0,0,0,0,0,0,0,0
cooz bruise,0,0,1,0,0,0,0,0,0,0
expensive blow,0,1,0,0,0,0,0,0,0,0
poker winnings,0,0,0,1,0,0,0,0,0,0
obama basedgod,0,0,0,0,0,0,1,0,0,0
ur gay,1,0,0,0,0,0,0,0,0,0
next time cover gray hair san diego hola u d,0,0,0,0,0,0,0,0,1,0
gay,1,0,0,0,0,0,0,0,0,0
trump propaganda fund,0,0,0,0,0,0,1,0,0,0
weed dip,0,0,0,1,0,0,0,0,0,0
obama,0,0,0,0,0,0,1,0,0,0
portland,0,0,0,0,0,0,0,0,1,0
jake gay sorry u date,1,0,0,0,0,0,0,0,0,0
slapppppppy,0,0,0,0,0,0,0,0,0,0
candy son,0,0,0,0,0,0,0,1,0,0
hospital bills,0,0,1,0,0,0,0,0,0,0
alternative adult smokers,0,1,0,0,0,0,0,0,0,0
favorite russian jew,0,0,0,0,1,0,0,0,0,0
rounded bc government s open,0,0,0,0,0,0,1,0,0,0
donation husband since wins every time,0,0,0,0,0,0,0,1,0,0
hotel california,0,0,0,0,0,0,0,0,1,0
beast,0,1,0,0,0,0,0,0,0,0
gambling shmoney,0,0,0,1,0,0,0,0,0,0
giving condom need,0,1,0,0,0,0,0,0,0,0
gay,1,0,0,0,0,0,0,0,0,0
know cuba new constitution legalizes gay marriage,1,0,0,0,0,0,0,0,0,0
advertising daughters play program,0,0,0,0,0,0,0,1,0,0
u go son maybe next month u could pay back,0,0,0,0,0,0,0,1,0,0
el centro,0,0,0,0,0,0,0,0,1,0
alcohol treatment eating lebrons crappy,0,0,1,1,0,0,0,0,0,0
paying brazilian gave backwards,0,0,0,0,1,0,0,0,0,0
n t need venmo_dollar,0,0,0,0,0,0,0,0,0,0
gay,1,0,0,0,0,0,0,0,0,0
dtla shooting,0,0,0,0,0,1,0,0,0,0
killed yet,0,0,0,0,0,1,0,0,0,0
venmo_dollar,0,0,0,0,0,0,0,0,0,0
ur gay huh,1,0,0,0,0,0,0,0,0,0
cancer box,0,0,1,0,0,0,0,0,0,0
cheap bastard,0,1,0,0,0,0,0,0,0,0
strippers drugs assault rifles sandwiches,0,1,0,1,0,1,0,0,0,0
august rent,0,0,0,0,0,0,0,1,0,0
happy valentine day sweet sweet daughter mine,0,0,0,0,0,0,0,1,0,0
chinese gymnastics team,0,0,0,0,1,0,0,0,0,0
chlamydia medication,0,0,1,0,0,0,0,0,0,0
cause blessed proud daughter,0,0,0,0,0,0,0,1,0,0
coffee day keeps doctor away,0,0,0,0,0,0,0,0,0,0
tampa hoe tell,0,0,0,0,0,0,0,0,1,0
mom said knew awake clapping along friends theme song every minutes,0,0,0,0,0,0,0,1,0,0
stomach,0,0,1,0,0,0,0,0,0,0
cocky,0,1,0,0,0,0,0,0,0,0
hong kong,0,0,0,0,0,0,0,0,1,0
im love stripper,0,1,0,0,0,0,0,0,0,0
dumb bet,0,0,0,1,0,0,0,0,0,0
meh racist terrorist newark,0,0,0,0,1,1,0,0,0,0
israeli,0,0,0,0,1,0,0,0,0,0
jail,0,0,0,0,0,1,0,0,0,0
thief,0,0,0,0,0,1,0,0,0,0
red red wine,0,0,0,1,0,0,0,0,0,0
chinese nom noms,0,0,0,0,1,0,0,0,0,0
present forgot put chinese card,0,0,0,0,1,0,0,0,0,0
huge gambling debt,0,0,0,1,0,0,0,0,0,0
trump s administration suing cali net neutrality breitbart get ultra high speed loading,0,0,0,0,0,0,1,0,0,0
marvin bra gift venmodollar,0,1,0,0,0,0,0,0,0,0
future husbands concert,0,0,0,0,0,0,0,1,0,0
dildos asked replace,0,1,0,0,0,0,0,0,0,0
fake id,0,0,0,0,0,1,0,0,0,0
lgbt,1,0,0,0,0,0,0,0,0,0
venmo_dollar,0,0,0,0,0,0,0,0,0,0
stuff,0,0,0,0,0,0,0,0,0,0
gambling,0,0,0,1,0,0,0,0,0,0
white people wedding,0,0,0,0,1,0,0,1,0,0
helping daughter friends try get jobs sending us national conference,0,0,0,0,0,0,0,1,0,0
starting future husband diet d,0,0,0,0,0,0,0,1,0,0
thank supporting boobies,0,1,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
thank much cat sitting video son enjoyed end heda ben,0,0,0,0,0,0,0,1,0,0
trina yeo afternoon singapore event,0,0,0,0,0,0,0,0,1,0
oil change,0,0,0,0,0,0,0,0,0,0
straightening chaos,0,0,0,0,0,0,0,0,0,0
gay,1,0,0,0,0,0,0,0,0,0
african americans,0,0,0,0,1,0,0,0,0,0
rome,0,0,0,0,0,0,0,0,1,0
government,0,0,0,0,0,0,1,0,0,0
utmb doctor visit,0,0,1,0,0,0,0,0,0,0
yaya smooch,0,1,0,0,0,0,0,0,0,0
sexual exploration,0,1,0,0,0,0,0,0,0,0
pre comedy mexican minus post comedy,0,0,0,0,1,0,0,0,0,0
military grade plastic explosives,0,0,0,0,0,1,0,0,0,0
car portland sorriesss forgot,0,0,0,0,0,0,0,0,1,0
bets,0,0,0,1,0,0,0,0,0,0
son marie,0,0,0,0,0,0,0,1,0,0
milano,0,0,0,0,0,0,0,0,1,0
queer,1,0,0,0,0,0,0,0,0,0
viva la germany,0,0,0,0,0,0,0,0,1,0
best mom ever,0,0,0,0,0,0,0,1,0,0
nothing like side bet,0,0,0,1,0,0,0,0,0,0
gay,1,0,0,0,0,0,0,0,0,0
milan dinner wine metro a c,0,0,0,0,0,0,0,0,1,0
hawaii,0,0,0,0,0,0,0,0,1,0
strippers,0,1,0,0,0,0,0,0,0,0
left another bet lost,0,0,0,1,0,0,0,0,0,0
donald trump re election fund top supporter account stand anthem,0,0,0,0,0,0,1,0,0,0
fbi surveillance equipment,0,0,0,0,0,1,0,0,0,0
nig,0,0,0,0,1,0,0,0,0,0
subtle asian traits,0,0,0,0,1,0,0,0,0,0
cuz son ca n t buy mom pops chipotle,0,0,0,0,0,0,0,1,0,0
first chinese experience lolz,0,0,0,0,1,0,0,0,0,0
obama bday bash,0,0,0,0,0,0,1,0,0,0
bush,0,0,0,0,0,0,1,0,0,0
lisp therapy,0,0,1,0,0,0,0,0,0,0
intro american government ya hurddd,0,0,0,0,0,0,1,0,0,0
stuff,0,0,0,0,0,0,0,0,0,0
lgbt,1,0,0,0,0,0,0,0,0,0
yum yum sauce lubricates cures tonsillitis,0,0,1,0,0,0,0,0,0,0
suture clinic,0,0,1,0,0,0,0,0,0,0
medication,0,0,1,0,0,0,0,0,0,0
pop sockets best daughter ever,0,0,0,0,0,0,0,1,0,0
gay,1,0,0,0,0,0,0,0,0,0
death destruction global scale,0,0,0,0,0,1,0,0,0,0
african booty scratcher,0,1,0,0,1,0,0,0,0,0
badass daughter,0,0,0,0,0,0,0,1,0,0
saving america nuclear destruction,0,0,0,0,0,1,0,0,0,0
granny,0,0,0,0,0,0,0,1,0,0
divorced wife,0,0,0,0,0,0,0,1,0,0
jew,0,0,0,0,1,0,0,0,0,0
shutdown shutdown,0,0,0,0,0,0,1,0,0,0
trauma caused hurt frog webkinz th grade eye broke rip,0,0,1,0,0,0,0,0,0,0
lost bet,0,0,0,1,0,0,0,0,0,0
denver,0,0,0,0,0,0,0,0,1,0
shore clurb maria therapy session,0,0,1,0,0,0,0,0,0,0
husband told give money d,0,0,0,0,0,0,0,1,0,0
venmo_dollar,0,0,0,0,0,0,0,0,0,0
heard ur gay lol,1,0,0,0,0,0,0,0,0,0
diarrhea meds get better,0,0,1,0,0,0,0,0,0,0
mexican,0,0,0,0,1,0,0,0,0,0
lettuce wraps spanish men,0,0,0,0,1,0,0,0,0,0
lesbian lit club,1,0,0,0,0,0,0,0,0,0
bush,0,0,0,0,0,1,0,0,0,0
alaska card payment august bofa,0,0,0,0,0,0,0,0,1,0
get food pregnant lady,0,0,1,0,0,0,0,0,0,0
thief,0,0,0,0,0,1,0,0,0,0
grand daughter baby,0,0,0,0,0,0,0,1,0,0
rent bills,0,0,0,0,0,0,0,1,0,0
im gay havent gotten u anything buy something tastie love u,1,0,0,0,0,0,0,0,0,0
beautiful daughters,0,0,0,0,0,0,0,1,0,0
happy new year,0,0,0,0,0,0,0,0,0,0
honorary mayor campaing,0,0,0,0,0,0,1,0,0,0
doctor bill,0,0,1,0,0,0,0,0,0,0
casino,0,0,0,1,0,0,0,0,0,0
venmo_dollar,0,0,0,0,0,0,0,0,0,0
dentist appointment,0,0,1,0,0,0,0,0,0,0
definitely meth,0,0,0,1,0,0,0,0,0,0
prob shot gun get home whatevs,0,0,0,0,0,1,0,0,0,0
ur gay,1,0,0,0,0,0,0,0,0,0
doctor,0,0,1,0,0,0,0,0,0,0
alcoholism,0,0,1,1,0,0,0,0,0,0
stop pouting pls,0,0,0,0,0,0,0,0,0,0
bet,0,0,0,1,0,0,0,0,0,0
boobies,0,1,0,0,0,0,0,0,0,0
radnor communism,0,0,0,0,0,0,1,0,0,0
medicine,0,0,1,0,0,0,0,0,0,0
ouch,0,0,0,0,0,0,0,0,0,0
trumps impeachment,0,0,0,0,0,0,1,0,0,0
da sichuanese cuisisine venmo_dollar,0,0,0,0,0,0,0,0,0,0
fake id,0,0,0,0,0,1,0,0,0,0
aria speech therapy,0,0,1,0,0,0,0,0,0,0
ireland,0,0,0,0,0,0,0,0,1,0
israel house,0,0,0,0,1,0,0,0,0,0
im best asian team,0,0,0,0,1,0,0,0,0,0
count vote democrats ballot,0,0,0,0,0,0,1,0,0,0
florida,0,0,0,0,0,0,0,0,1,0
last minute stripper,0,1,0,0,0,0,0,0,0,0
swaggie clothes pimpin daughter,0,0,0,0,0,0,0,1,0,0
medicine,0,0,1,0,0,0,0,0,0,0
photo booth robbery,0,0,0,0,0,1,0,0,0,0
bribery money n leave quack tea whatever,0,0,0,0,0,1,0,0,0,0
love pizza,0,0,0,0,0,0,0,0,0,0
assholes ordering pizza late,0,1,0,0,0,0,0,0,0,0
cigarettes,0,0,0,1,0,0,0,0,0,0
florida tickets,0,0,0,0,0,0,0,0,1,0
switzerland hostel,0,0,0,0,0,0,0,0,1,0
retail therapy,0,0,1,0,0,0,0,0,0,0
bjs,0,1,0,0,0,0,0,0,0,0
thai prison bail amount,0,0,0,0,0,1,0,0,0,0
dumbass,0,1,0,0,0,0,0,0,0,0
diabetes,0,0,1,0,0,0,0,0,0,0
dumbass,0,1,0,0,0,0,0,0,0,0
u careful u park jeez,0,0,0,0,1,0,0,0,0,0
korean blowjobs,0,1,0,0,1,0,0,0,0,0
giant delivery dildos,0,1,0,0,0,0,0,0,0,0
deposit compensation,0,0,0,0,0,0,0,1,0,0
two bros chillin hot tub feet apart cuz gay,0,1,0,0,0,0,0,0,0,0
p son night bro,0,0,0,0,0,0,0,1,0,0
comes irish,0,0,0,0,1,0,0,0,0,0
funding new leninist government,0,0,0,0,0,0,1,0,0,0
bets bet,0,0,0,1,0,0,0,0,0,0
supposed overthrow government dont caffeine system,0,0,0,0,0,0,1,0,0,0
mexican,0,0,0,0,1,0,0,0,0,0
poker dinnerdrink,0,0,0,1,0,0,0,0,0,0
drink congrats big day,0,0,0,1,0,0,0,0,0,0
mexican,0,0,0,0,1,0,0,0,0,0
pain suffering,0,0,1,0,0,0,0,0,0,0
florida georgia pt,0,0,0,0,0,0,0,0,1,0
illicit narcotics,0,0,0,1,0,1,0,0,0,0
socialist welfare propaganda causing prices high economically demanding science,0,0,0,0,0,0,1,0,0,0
brady kisses son lips,0,0,0,0,0,0,0,1,0,0
getting jail,0,0,0,0,0,1,0,0,0,0
new delhi,0,0,0,0,0,0,0,0,1,0
bible study coupon applied,0,0,0,0,1,0,0,0,0,0
melania,0,0,0,0,0,0,1,0,0,0
qbr therapy session,0,0,1,0,0,0,0,0,0,0
bushy,0,0,0,0,0,0,1,0,0,0
obama sorry late,0,0,0,0,0,0,1,0,0,0
switzerland,0,0,0,0,0,0,0,0,1,0
american experiance,0,0,0,0,1,0,0,0,0,0
nyc strippers,0,1,0,0,0,0,0,0,0,0
sent segments like segments donald trump campaign hope makes sense cuz kinda high,0,0,0,0,0,0,1,0,0,0
destroy go bed,0,0,0,0,0,1,0,0,0,0
jew,0,0,0,0,1,0,0,0,0,0
san diego,0,0,0,0,0,0,0,0,1,0
weed,0,0,0,1,0,0,0,0,0,0
obama football,0,0,0,0,0,0,1,0,0,0
poker,0,0,0,1,0,0,0,0,0,0
venmo_dollar,0,0,0,0,0,0,0,0,0,0
lesbian lover,1,0,0,0,0,0,0,0,0,0
ty,0,0,0,0,0,0,0,0,0,0
beer smokes,0,0,0,1,0,0,0,0,0,0
ouch,0,0,0,0,0,0,0,0,0,0
maternal fee blood removal additional surcharge gang related activities,0,0,1,0,0,0,0,0,0,0
ur gay,1,0,0,0,0,0,0,0,0,0
gay,1,0,0,0,0,0,0,0,0,0
husband overpayment keys location fund,0,0,0,0,0,0,0,1,0,0
u d verbal abuse,0,0,0,0,0,1,0,0,0,0
tasty adult beverages,0,1,0,0,0,0,0,0,0,0
husband,0,0,0,0,0,0,0,1,0,0
bushes,0,0,0,0,0,0,1,0,0,0
poker,0,0,0,1,0,0,0,0,0,0
france,0,0,0,0,0,0,0,0,1,0
love son,0,0,0,0,0,0,0,1,0,0
trip new jersey,0,0,0,0,0,0,0,0,1,0
gay things,1,0,0,0,0,0,0,0,0,0
gay,1,0,0,0,0,0,0,0,0,0
fulfilling sexual fantasies,0,1,0,0,0,0,0,0,0,0
indian delightz,0,0,0,0,1,0,0,0,0,0
ur gay,1,0,0,0,0,0,0,0,0,0
medicine money herpes,0,0,1,0,0,0,0,0,0,0
chinese glasses,0,0,0,0,1,0,0,0,0,0
bienvenidos miami,0,0,0,0,0,0,0,0,1,0
delhi,0,0,0,0,0,0,0,0,1,0
hey um think someone afraid obama d called barracknophobic,0,0,0,0,0,0,1,0,0,0
best daughter ever,0,0,0,0,0,0,0,1,0,0
latin jazz,0,0,0,0,1,0,0,0,0,0
shooters shoot,0,0,0,0,0,1,0,0,0,0
bet buccaneer,0,0,0,1,0,0,0,0,0,0
republican,0,0,0,0,0,0,1,0,0,0
bought africa rock band,0,0,0,0,1,0,0,0,0,0
bush gang,0,0,0,0,0,0,1,0,0,0
jus woke jail decatur lost phone,0,0,0,0,0,1,0,0,0,0
tb lung cancer,0,0,1,0,0,0,0,0,0,0
great step daughter,0,0,0,0,0,0,0,1,0,0
fat ankle therapy,0,0,1,0,0,0,0,0,0,0
black bear,0,0,0,0,1,0,0,0,0,0
gay,1,0,0,0,0,0,0,0,0,0
seattle arifare,0,0,0,0,0,0,0,0,1,0
florida,0,0,0,0,0,0,0,0,1,0
gay,1,0,0,0,0,0,0,0,0,0
london,0,0,0,0,0,0,0,0,1,0
got fake id tho,0,0,0,0,0,1,0,0,0,0
venmo_dollar,0,0,0,0,0,0,0,0,0,0
go go china,0,0,0,0,1,0,0,0,0,0
dumbass,0,1,0,0,0,0,0,0,0,0
black,0,0,0,0,1,0,0,0,0,0
porns cd burning,0,1,0,0,0,0,0,0,0,0
drug blackmail extortion money,0,0,0,0,0,1,0,0,0,0
rocket_popsicle,0,0,0,0,0,0,0,0,0,0
gay,1,0,0,0,0,0,0,0,0,0
refund performance fake scam government caught hurl atmosphere,0,0,0,0,0,0,1,0,0,0
oops,0,0,0,0,0,0,0,0,0,0
madden gay,1,0,0,0,0,0,0,0,0,0
tysm queen,0,0,0,0,0,0,0,0,0,0
refund punishment,0,0,0,0,0,1,0,0,0,0
gay,1,0,0,0,0,0,0,0,0,0
bailing jail,0,0,0,0,0,1,0,0,0,0
gim points gay boy,1,0,0,0,0,0,0,0,0,0
ballroom thieves,0,0,0,0,0,1,0,0,0,0
gross son,0,0,0,0,0,0,0,1,0,0
sluts,0,1,0,0,0,0,0,0,0,0
latin tutoring,0,0,0,0,1,0,0,0,0,0
lost bet,0,0,0,1,0,0,0,0,0,0
illegal stay awake noc,0,0,0,0,0,1,0,0,0,0
gay,1,0,0,0,0,0,0,0,0,0
ua air ticket japan,0,0,0,0,0,0,0,0,1,0
husband thinks get,0,0,0,0,0,0,0,1,0,0
mama said fooseball devil bills mafia,0,0,0,0,0,1,0,0,0,0
divorce settlement,0,0,0,0,0,0,0,1,0,0
white gurl waste,0,0,0,0,1,0,0,0,0,0
peace dallas,0,0,0,0,0,0,0,0,1,0
happy birthday son,0,0,0,0,0,0,0,1,0,0
hello,0,0,0,0,0,0,0,0,0,0
favorite daughter,0,0,0,0,0,0,0,1,0,0
barack michelle,0,0,0,0,0,0,1,0,0,0
billz clinton,0,0,0,0,0,0,1,0,0,0
eye doctor,0,0,1,0,0,0,0,0,0,0
jackass,0,1,0,0,0,0,0,0,0,0
maku donaldo trumpu,0,0,0,0,0,0,1,0,0,0
greg purchases love husband family whole heart,0,0,0,0,0,0,0,1,0,0
refund crooked midget strippers,0,1,0,0,0,0,0,0,0,0
american wife,0,0,0,0,1,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
gay film,1,0,0,0,0,0,0,0,0,0
thanks meth,0,0,0,1,0,0,0,0,0,0
thailand,0,0,0,0,0,0,0,0,1,0
za dubai,0,0,0,0,0,0,0,0,1,0
s betty son pig name s betty,0,0,0,0,0,0,0,1,0,0
katie cancer fundraiser,0,0,1,0,0,0,0,0,0,0
seltzies chinese,0,0,0,0,1,0,0,0,0,0
bi boyfriend,0,1,0,0,0,0,0,0,0,0
dutch man,0,0,0,0,1,0,0,0,0,0
ezzy dumbass,0,1,0,0,0,0,0,0,0,0
two pistols,0,0,0,0,0,1,0,0,0,0
new york,0,0,0,0,0,0,0,0,1,0
new delhi,0,0,0,0,0,0,0,0,1,0
trump,0,0,0,0,0,0,1,0,0,0
seattle vacation,0,0,0,0,0,0,0,0,1,0
trav bein gay,1,0,0,0,0,0,0,0,0,0
fake id,0,0,0,0,0,1,0,0,0,0
florida,0,0,0,0,0,0,0,0,1,0
gay swear,1,0,0,0,0,0,0,0,0,0
good daughter,0,0,0,0,0,0,0,1,0,0
mexicans,0,0,0,0,1,0,0,0,0,0
iceland,0,0,0,0,0,0,0,0,1,0
fry thief,0,0,0,0,0,1,0,0,0,0
ride hospital broken arms motorbike accident,0,0,1,0,0,0,0,0,0,0
yale club political dynasties really big rings,0,0,0,0,0,0,1,0,0,0
ur gay,1,0,0,0,0,0,0,0,0,0
boys found dagger drafts beachcomber day bad dawgs,0,0,0,0,0,1,0,0,0,0
amazing massage totally spaced sending doll thanks babe,0,1,0,0,0,0,0,0,0,0
arm hurt reaching,0,0,1,0,0,0,0,0,0,0
sending son money,0,0,0,0,0,0,0,1,0,0
thx mom,0,0,0,0,0,0,0,1,0,0
asians math,0,0,0,0,1,0,0,0,0,0
mother daughter cooking class,0,0,0,0,0,0,0,1,0,0
obamacare,0,0,0,0,0,0,1,0,0,0
human trafficking,0,0,0,0,0,1,0,0,0,0
gay,1,0,0,0,0,0,0,0,0,0
dubai,0,0,0,0,0,0,0,0,1,0
white people activities,0,0,0,0,1,0,0,0,0,0
switzerland food beach train,0,0,0,0,0,0,0,0,1,0
cheapest mexican worker town,0,0,0,0,1,0,0,0,0,0
poker,0,0,0,1,0,0,0,0,0,0
bet ate piss steps cheese,0,0,0,1,0,0,0,0,0,0
ouch,0,0,0,0,0,0,0,0,0,0
divorce settlement,0,0,0,0,0,0,0,1,0,0
daughters,0,0,0,0,0,0,0,1,0,0
husband,0,0,0,0,0,0,0,1,0,0
escape scary chinese costumes old men,0,0,0,0,1,0,0,0,0,0
venmo_dollar,0,0,0,0,0,0,0,0,0,0
husband made,0,0,0,0,0,0,0,1,0,0
poisons,0,0,0,0,0,1,0,0,0,0
many tequila shots,0,0,0,1,0,0,0,0,0,0
thanks mom,0,0,0,0,0,0,0,1,0,0
austria,0,0,0,0,0,0,0,0,1,0
thc marijuana ganja weed dope og cloud higher kite cartridge,0,0,0,1,0,0,0,0,0,0
soccer mom van woo,0,0,0,0,0,0,0,1,0,0
adult things,0,1,0,0,0,0,0,0,0,0
minute clinic,0,0,1,0,0,0,0,0,0,0
natalees southern thailand curry good spiciness fishy,0,0,0,0,0,0,0,0,1,0
gambling addiction,0,0,0,1,0,0,0,0,0,0
trump support,0,0,0,0,0,0,1,0,0,0
hi,0,0,0,0,0,0,0,0,0,0
one caffeine addict another,0,0,0,0,0,0,0,0,0,0
thanks bitch,0,1,0,0,0,0,0,0,0,0
