Note,LGBTQ,ADULT_CONTENT,HEALTH,DRUGS_ALCOHOL_GAMBLING,RACE,VIOLENCE_CRIME,POLITICS,RELATION,LOCATION,NONE
You got to gooo strip those poles,0,1,0,0,0,0,0,0,0,0
Lots and lots of pornographic materials,0,1,0,0,0,0,0,0,0,0
pods bra,0,1,0,0,0,0,0,0,0,0
USC Trojan Condoms,0,1,0,0,0,0,0,0,0,0
Condoms,0,1,0,0,0,0,0,0,0,0
Condoms and sour gummy worms.,0,1,0,0,0,0,0,0,0,0
wtf happened,0,1,0,0,0,0,0,0,0,0
Condoms and hot pockets,0,1,0,0,0,0,0,0,0,0
i  m not ready to be an adult,0,1,0,0,0,0,0,0,0,0
That one stripper named Rico.,0,1,0,0,0,0,0,0,0,0
Last minute stripper,0,1,0,0,0,0,0,0,0,0
Costco size box of condoms. Have fun in Rome!!!,0,1,0,0,0,0,0,0,1,0
Flavored condoms,0,1,0,0,0,0,0,0,0,0
Emily’s dumbass,0,1,0,0,0,0,0,0,0,0
sexual things,0,1,0,0,0,0,0,0,0,0
why is there no bra emoji this is sexist af,0,1,0,0,0,0,0,0,0,0
assholes live forever,0,1,0,0,0,0,0,0,0,0
beast,0,1,0,0,0,0,0,0,0,0
You dumbass lmao,0,1,0,0,0,0,0,0,0,0
Dumbass bet,0,1,0,0,0,0,0,0,0,0
Ezzy’s a dumbass,0,1,0,0,0,0,0,0,0,0
adult beverages and phish tacos,0,1,0,0,0,0,0,0,0,0
ezzy  s a dumbass,0,1,0,0,0,0,0,0,0,0
Dumbass Asian lady,0,1,0,0,1,0,0,0,0,0
Des being a dumbass,0,1,0,0,0,0,0,0,0,0
adult juice,0,1,0,0,0,0,0,0,0,0
Dumbass take your money back lol,0,1,0,0,0,0,0,0,0,0
tasty adult beverages,0,1,0,0,0,0,0,0,0,0
Refund for crooked midget strippers,0,1,0,0,0,0,0,0,0,0
stripper,0,1,0,0,0,0,0,0,0,0
being a beast,0,1,0,0,0,0,0,0,0,0
the hook up,0,1,0,0,0,0,0,0,0,0
Dolla billz for strippers,0,1,0,0,0,0,0,0,0,0
Dumbass. U still owe me $65 for the jacket asswipe,0,1,0,0,0,0,0,0,0,0
thx for driving our asses up and down colorado  here  s some gas money,0,1,0,0,0,0,0,0,0,0
Being a dumbass,0,1,0,0,0,0,0,0,0,0
here is your 50 dollars back dumbass,0,1,0,0,0,0,0,0,0,0
dumbass,0,1,0,0,0,0,0,0,0,0
Dumbass Eric,0,1,0,0,0,0,0,0,0,0
dumbass xfinity bill,0,1,0,0,0,0,0,0,0,0
adult products,0,1,0,0,0,0,0,0,0,0
ubers to bad decision town  usa population our dumb asses,0,1,0,0,0,0,0,0,0,0
sexual flavors,0,1,0,0,0,0,0,0,0,0
Lillie’s dumbass,0,1,0,0,0,0,0,0,0,0
Saving my dumbass from running out of gas,0,1,0,0,0,0,0,0,0,0
Because your dumbass went negative,0,1,0,0,0,0,0,0,0,0
strippers bachelor party,0,1,0,0,0,0,0,0,0,0
dickhead,0,1,0,0,0,0,0,0,0,0
being a dumbass so sorry,0,1,0,0,0,0,0,0,0,0
sexual,0,1,0,0,0,0,0,0,0,0
Stripper money,0,1,0,0,0,0,0,0,0,0
Get your dumbass to work,0,1,0,0,0,0,0,0,0,0
adult responsibilities,0,1,0,0,0,0,0,0,0,0
stripper money,0,1,0,0,0,0,0,0,0,0
sucking as an adult,0,1,0,0,0,0,0,0,0,0
i  m a dumbass this is for,0,1,0,0,0,0,0,0,0,0
moovie boobies,0,1,0,0,0,0,0,0,0,0
A stripper,0,1,0,0,0,0,0,0,0,0
hummer limmo,0,1,0,0,0,0,0,0,0,0
Strippers and blow,0,1,0,0,0,0,0,0,0,0
Strip Tease,0,1,0,0,0,0,0,0,0,0
beast mode smoothies,0,1,0,0,0,0,0,0,0,0
Nice park job dumbass,0,1,0,0,0,0,0,0,0,0
why r we fat asses,0,1,0,0,0,0,0,0,0,0
dickhead,0,1,0,0,0,0,0,0,0,0
sexual deeds,0,1,0,0,0,0,0,0,0,0
throwing ur bra on stage,0,1,0,0,0,0,0,0,0,0
Can you make it a sexual payment,0,1,0,0,0,0,0,0,0,0
Send me a large dumbass love you,0,1,0,0,0,0,0,0,0,0
Strippers,0,1,0,0,0,0,0,0,0,0
Strip show,0,1,0,0,0,0,0,0,0,0
Stripper money,0,1,0,0,0,0,0,0,0,0
why did we adult,0,1,0,0,0,0,0,0,0,0
jordan  s dumbass,0,1,0,0,0,0,0,0,0,0
blow up dolls,0,1,0,0,0,0,0,0,0,0
Stripping money for Emily,0,1,0,0,0,0,0,0,0,0
burn,0,1,0,0,0,0,0,0,0,0
cuz ur dumbass sent me $88 for zekes,0,1,0,0,0,0,0,0,0,0
manly things,0,1,0,0,0,0,0,0,0,0
Exchange of sleek n shine sexual favours,0,1,0,0,0,0,0,0,0,0
Stripper class,0,1,0,0,0,0,0,0,0,0
Big sexc,0,1,0,0,0,0,0,0,0,0
Stripper lessons,0,1,0,0,0,0,0,0,0,0
dumbass charter,0,1,0,0,0,0,0,0,0,0
Sexual harrassment training,0,1,0,0,0,0,0,0,0,0
jo,0,1,0,0,0,0,0,0,0,0
driving our asses home,0,1,0,0,0,0,0,0,0,0
fat asses,0,1,0,0,0,0,0,0,0,0
dumbass,0,1,0,0,0,0,0,0,0,0
you dumbass,0,1,0,0,0,0,0,0,0,0
Bc im a fkng dumbass,0,1,0,0,0,0,0,0,0,0
your dumbass brother,0,1,0,0,0,0,0,0,0,0
i  m a dumbass and i love you,0,1,0,0,0,0,0,0,0,0
blowjobs,0,1,0,0,0,0,0,0,0,0
driving like bad asses,0,1,0,0,0,0,0,0,0,0
strippers,0,1,0,0,0,0,0,0,0,0
Gangbang,0,1,0,0,0,0,0,0,0,0
Interracial gangbang funds,0,1,0,0,0,0,0,0,0,0
Old retired gangbang,0,1,0,0,0,0,0,0,0,0
Thanks for the gangbang invite,0,1,0,0,0,0,0,0,0,0
Gangbang,0,1,0,0,0,0,0,0,0,0
Deposit for the 45 all male gangbang,0,1,0,0,0,0,0,0,0,0
Sluts,0,1,0,0,0,0,0,0,0,0
slutty favors,0,1,0,0,0,0,0,0,0,0
Sluts,0,1,0,0,0,0,0,0,0,0
Slutty,0,1,0,0,0,0,0,0,0,0
sluts,0,1,0,0,0,0,0,0,0,0
No sluts,0,1,0,0,0,0,0,0,0,0
Sluts,0,1,0,0,0,0,0,0,0,0
Sluts services,0,1,0,0,0,0,0,0,0,0
Sluts and butts,0,1,0,0,0,0,0,0,0,0
Slutty brunch,0,1,0,0,0,0,0,0,0,0
Sluts,0,1,0,0,0,0,0,0,0,0
Slutt boy,0,1,0,0,0,0,0,0,0,0
Kyle's sexual fantasy,0,1,0,0,0,0,0,0,0,0
bigger boy,0,1,0,0,0,0,0,0,0,0
fo da gangbang,0,1,0,0,0,0,0,0,0,0
for deposit  wish i could hook it up more,0,1,0,0,0,0,0,0,0,0
hate being an adult,0,1,0,0,0,0,0,0,0,0
explicit sexual content,0,1,0,0,0,0,0,0,0,0
dumbass lol,0,1,0,0,0,0,0,0,0,0
Pimp payout,0,1,0,0,0,0,0,0,0,0
Pimp money,0,1,0,0,0,0,0,0,0,0
sports bra,0,1,0,0,0,0,0,0,0,0
adult things,0,1,0,0,0,0,0,0,0,0
Pimp activities,0,1,0,0,0,0,0,0,0,0
Constructive sexual harassment,0,1,0,0,0,0,0,0,0,0
"Poor Melania, Donald will sexually assault everyone but her",0,1,0,0,0,0,0,0,0,0
the edible condom indeed,0,1,0,0,0,0,0,0,0,0
tip for the strippers thanks g,0,1,0,0,0,0,0,0,0,0
Pimp daddy,0,1,0,0,0,0,0,0,0,0
bjs,0,1,0,0,0,0,0,0,0,0
Pimp money,0,1,0,0,0,0,0,0,0,0
dumbass,0,1,0,0,0,0,0,0,0,0
Pimp fees,0,1,0,0,0,0,0,0,0,0
Pimp juice,0,1,0,0,0,0,0,0,0,0
upstate brothel tour,0,1,0,0,0,0,0,0,0,0
fuk that,0,1,0,0,0,0,0,0,0,0
A pimp hat,0,1,0,0,0,0,0,0,0,0
assholes,0,1,0,0,0,0,0,0,0,0
Pimping me out,0,1,0,0,0,0,0,0,0,0
 breast implants,0,1,0,0,0,0,0,0,0,0
pimp,0,1,0,0,0,0,0,0,0,0
letting me hook up with alex,0,1,0,0,0,0,0,0,0,0
marco  s dumbass,0,1,0,0,0,0,0,0,0,0
cuz i m a dumbass,0,1,0,0,0,0,0,0,0,0
People are assholes,0,1,0,0,0,0,0,0,0,0
you  re such a babe,0,1,0,0,0,0,0,0,0,0
So you stop sexually harassing me,0,1,0,0,0,0,0,0,0,0
sexual relations,0,1,0,0,0,0,0,0,0,0
unbelievable sexual tension,0,1,0,0,0,0,0,0,0,0
lips and assholes,0,1,0,0,0,0,0,0,0,0
Brazilian style strippers,0,1,0,0,1,0,0,0,0,0
for the strippers,0,1,0,0,0,0,0,0,0,0
dumbass tavern cover,0,1,0,0,0,0,0,0,0,0
for midget strippers lol,0,1,0,0,0,0,0,0,0,0
ass cream,0,1,1,0,0,0,0,0,0,0
thanks for the banging thai booboo,0,1,0,0,0,0,0,0,0,0
twerk videos my snap is jahsbrown,0,1,0,0,0,0,0,0,0,0
strippers,0,1,0,0,0,0,0,0,0,0
brothel housing,0,1,0,0,0,0,0,0,0,0
Pornhub,0,1,0,0,0,0,0,0,0,0
bra,0,1,0,0,0,0,0,0,0,0
sexual acts,0,1,0,0,0,0,0,0,0,0
make out lessons,0,1,0,0,0,0,0,0,0,0
is this gay yet,0,1,0,0,0,0,0,0,0,0
sexual relations pt,0,1,0,0,0,0,0,0,0,0
Pimp money,0,1,0,0,0,0,0,0,0,0
sluts,0,1,0,0,0,0,0,0,0,0
things of sexual nature,0,1,0,0,0,0,0,0,0,0
pimp fees,0,1,0,0,0,0,0,0,0,0
bra  day bed  and maleta,0,1,0,0,0,0,0,0,0,0
slut,0,1,0,0,0,0,0,0,0,0
insomnia,0,0,1,0,0,0,0,0,0,0
prescription,0,0,1,0,0,0,0,0,0,0
my stomach is broken,0,0,1,0,0,0,0,0,0,0
my abortion,0,0,1,0,0,0,0,0,0,0
my wallet  the pain  today was maybe not great to go to zara,0,0,1,0,0,0,0,0,0,0
cheers to siblings  wine  and views  but not to this tummy ache,0,0,1,0,0,0,0,0,0,0
chlamydia relief donation,0,0,1,0,0,0,0,0,0,0
your rash cream,0,0,1,0,0,0,0,0,0,0
an allergy scare,0,0,1,0,0,0,0,0,0,0
aids,0,0,1,0,0,0,0,0,0,0
therapy,0,0,1,0,0,0,0,0,0,0
insomnia,0,0,1,0,0,0,0,0,0,0
mental therapy,0,0,1,0,0,0,0,0,0,0
stummy hurt,0,0,1,0,0,0,0,0,0,0
vomit  etc,0,0,1,0,0,0,0,0,0,0
therapy x2,0,0,1,0,0,0,0,0,0,0
non cancer research,0,0,1,0,0,0,0,0,0,0
vaginal wart cream,0,0,1,0,0,0,0,0,0,0
abortion  venmodollar,0,0,1,0,0,0,0,0,0,0
lisp therapy,0,0,1,0,0,0,0,0,0,0
i  m pregnant,0,0,1,0,0,0,0,0,0,0
cancer,0,0,1,0,0,0,0,0,0,0
electro shock therapy,0,0,1,0,0,0,0,0,0,0
health clinic badge,0,0,1,0,0,0,0,0,0,0
hemorrhoid medication,0,0,1,0,0,0,0,0,0,0
doctor,0,0,1,0,0,0,0,0,0,0
realizing in my insomnia that i never requested   for the ac my bad,0,0,1,0,0,0,0,0,0,0
post trauma therapy,0,0,1,0,0,0,0,0,0,0
depression,0,0,1,0,0,0,0,0,0,0
for ur depression,0,0,1,0,0,0,0,0,0,0
6919  rug doctor,0,0,1,0,0,0,0,0,0,0
that special treatment,0,0,1,0,0,0,0,0,0,0
prescription co pay,0,0,1,0,0,0,0,0,0,0
virus,0,0,1,0,0,0,0,0,0,0
anxiety med,0,0,1,0,0,0,0,0,0,0
eye cream,0,0,1,0,0,0,0,0,0,0
maternal fee and blood removal additional surcharge for gang related activities,0,0,1,0,0,0,0,0,0,0
anxiety attack,0,0,1,0,0,0,0,0,0,0
for your rash,0,0,1,0,0,0,0,0,0,0
colon cancer,0,0,1,0,0,0,0,0,0,0
cancer ball,0,0,1,0,0,0,0,0,0,0
doctor  food,0,0,1,0,0,0,0,0,0,0
katie cancer fundraiser,0,0,1,0,0,0,0,0,0,0
yay sports  boo cancer,0,0,1,0,0,0,0,0,0,0
energy pill,0,0,1,0,0,0,0,0,0,0
bone,0,0,1,0,0,0,0,0,0,0
rash cream,0,0,1,0,0,0,0,0,0,0
no more cancer rally,0,0,1,0,0,0,0,0,0,0
window treatment  thanks,0,0,1,0,0,0,0,0,0,0
therapy,0,0,1,0,0,0,0,0,0,0
medicine and 7up,0,0,1,0,0,0,0,0,0,0
medication,0,0,1,0,0,0,0,0,0,0
hope this is enough for the medication,0,0,1,0,0,0,0,0,0,0
lung cancer,0,0,1,0,0,0,0,0,0,0
medication,0,0,1,0,0,0,0,0,0,0
1 medium rash guard,0,0,1,0,0,0,0,0,0,0
chad  s physical therapy,0,0,1,0,0,0,0,0,0,0
for abortion,0,0,1,0,0,0,0,0,0,0
beats pill is still working,0,0,1,0,0,0,0,0,0,0
bruise,0,0,1,0,0,0,0,0,0,0
hurt,0,0,1,0,0,0,0,0,0,0
therapy for emotional damage caused by the boot,0,0,1,0,0,0,0,0,0,0
anxiety protocall2,0,0,1,0,0,0,0,0,0,0
treatment,0,0,1,0,0,0,0,0,0,0
health insurance,0,0,1,0,0,0,0,0,0,0
a little late night medicine,0,0,1,0,0,0,0,0,0,0
have fun at the dentist,0,0,1,0,0,0,0,0,0,0
asthma,0,0,1,0,0,0,0,0,0,0
therapy,0,0,1,0,0,0,0,0,0,0
insomnia ookies,0,0,1,0,0,0,0,0,0,0
my team is participating in the no more cancer rally and we need your help to support the kids of st  jude,0,0,1,0,0,0,0,0,0,0
lung cancer,0,0,1,0,0,0,0,0,0,0
the doctor,0,0,1,0,0,0,0,0,0,0
cough cough pass,0,0,1,0,0,0,0,0,0,0
colonoscopy,0,0,1,0,0,0,0,0,0,0
clinic,0,0,1,0,0,0,0,0,0,0
medicine,0,0,1,0,0,0,0,0,0,0
in 1965  a patent was filed for a  birthing apparatus  which would spin pregnant women around at as much as 7g until their baby was flung out from the centrifugal force,0,0,1,0,0,0,0,0,0,0
your ointment,0,0,1,0,0,0,0,0,0,0
my stummy hurt,0,0,1,0,0,0,0,0,0,0
look man  i said i was sorry  i hope this helps but i do nt know what to say anymore  it s not my fault that your couch looks like a urinal  please stop giving me the silence treatment  maybe one day we can laugh about this,0,0,1,0,0,0,0,0,0,0
congrats nurse jessie  shots on me,0,0,1,0,0,0,0,0,0,0
aids,0,0,1,0,0,0,0,0,0,0
opiod prescription,0,0,1,0,0,0,0,0,0,0
an obscene amount of fried chicken and cheese sauce at a diabetes camp,0,0,1,0,0,0,0,0,0,0
anxiety,0,0,1,0,0,0,0,0,0,0
for giving me a canker sore,0,0,1,0,0,0,0,0,0,0
beats pill,0,0,1,0,0,0,0,0,0,0
lax clinic,0,0,1,0,0,0,0,0,0,0
stomach is very satisfied,0,0,1,0,0,0,0,0,0,0
asthma medicine 15000,0,0,1,0,0,0,0,0,0,0
my feet hurt,0,0,1,0,0,0,0,0,0,0
mackell  s rash,0,0,1,0,0,0,0,0,0,0
for the cancer tournament,0,0,1,0,0,0,0,0,0,0
strawberry cough drop,0,0,1,0,0,0,0,0,0,0
cancer,0,0,1,0,0,0,0,0,0,0
alcoholism,0,0,1,1,0,0,0,0,0,0
aids,0,0,1,0,0,0,0,0,0,0
aids test,0,0,1,0,0,0,0,0,0,0
physical therapy,0,0,1,0,0,0,0,0,0,0
medication,0,0,1,0,0,0,0,0,0,0
diarrhea,0,0,1,0,0,0,0,0,0,0
pregnant,0,0,1,0,0,0,0,0,0,0
small pox vaccine,0,0,1,0,0,0,0,0,0,0
a cough that smells like strawberry,0,0,1,0,0,0,0,0,0,0
therapy,0,0,1,0,0,0,0,0,0,0
slightly painful,0,0,1,0,0,0,0,0,0,0
a potential stomach ache,0,0,1,0,0,0,0,0,0,0
insomnia,0,0,1,0,0,0,0,0,0,0
your hemorrhoid cream,0,0,1,0,0,0,0,0,0,0
lyme disease awareness prevention a b,0,0,1,0,0,0,0,0,0,0
that was painless,0,0,1,0,0,0,0,0,0,0
doggy doctor,0,0,1,0,0,0,0,0,0,0
no more cancer rally,0,0,1,0,0,0,0,0,0,0
therapy,0,0,1,0,0,0,0,0,0,0
diabetes  high blood pressure  and everything else good in life,0,0,1,0,0,0,0,0,0,0
immunization certificate,0,0,1,0,0,0,0,0,0,0
asthma medicine,0,0,1,0,0,0,0,0,0,0
this new allergy issue i have is going to rack up the,0,0,1,0,0,0,0,0,0,0
tooth  19 for peds clinic,0,0,1,0,0,0,0,0,0,0
my colon  fell out,0,0,1,0,0,0,0,0,0,0
skittle meds and therapy surcharge,0,0,1,0,0,0,0,0,0,0
kenya clinic,0,0,1,0,0,0,0,0,0,0
conditioning treatment  sorry i  m so delayed,0,0,1,0,0,0,0,0,0,0
vd medication assistance,0,0,1,0,0,0,0,0,0,0
allergy medicine reimbursement,0,0,1,0,0,0,0,0,0,0
big pharma is withholding the cure for cancer,0,0,1,0,0,0,0,0,0,0
gas and physical therapy,0,0,1,0,0,0,0,0,0,0
hope that herpes clears up,0,0,1,0,0,0,0,0,0,0
flea medicine for kitties,0,0,1,0,0,0,0,0,0,0
cpr,0,0,1,0,0,0,0,0,0,0
anxiety,0,0,1,0,0,0,0,0,0,0
dentist,0,0,1,0,0,0,0,0,0,0
2 glossy gloss nangai oil dark circle treatment,0,0,1,0,0,0,0,0,0,0
cancer,0,0,1,0,0,0,0,0,0,0
dentist appointment,0,0,1,0,0,0,0,0,0,0
jeans day for children  s hospital,0,0,1,0,0,0,0,0,0,0
brady after dentist,0,0,1,0,0,0,0,0,0,0
for the ligma,0,0,1,0,0,0,0,0,0,0
therapy and bubbles,0,0,1,0,0,0,0,0,0,0
for curing depression,0,0,1,0,0,0,0,0,0,0
mermaid sperm,0,1,1,0,0,0,0,0,0,0
doctor visit and medicine,0,0,1,0,0,0,0,0,0,0
minute clinic,0,0,1,0,0,0,0,0,0,0
joey gallo  s therapy sessions,0,0,1,0,0,0,0,0,0,0
doctor,0,0,1,0,0,0,0,0,0,0
breakfast that caused you diarrhea,0,0,1,0,0,0,0,0,0,0
for your rash cream  hope it clears up soon,0,0,1,0,0,0,0,0,0,0
eds got aids,0,0,1,0,0,0,0,0,0,0
suture clinic,0,0,1,0,0,0,0,0,0,0
for my stomach,0,0,1,0,0,0,0,0,0,0
hiv treatment,0,0,1,0,0,0,0,0,0,0
alcoholism,0,0,1,1,0,0,0,0,0,0
for that cream  remember  for that rash,0,0,1,0,0,0,0,0,0,0
kids  therapy appointments,0,0,1,0,0,0,0,0,0,0
crushed clock reparation treatment  3 clock special,0,0,1,0,0,0,0,0,0,0
full clinic,0,0,1,0,0,0,0,0,0,0
veterinarian bills,0,0,1,0,0,0,0,0,0,0
jacob  s dentist appointment,0,0,1,0,0,0,0,0,0,0
f cancer  thanks for being an amazing inspiration to others fundraising for all the right reasons,0,0,1,0,0,0,0,0,0,0
testicle cream,0,1,1,0,0,0,0,0,0,0
aptive quarterly termite treatment,0,0,1,0,0,0,0,0,0,0
doctor,0,0,1,0,0,0,0,0,0,0
juul addiction therapy,0,0,1,0,0,0,0,0,0,0
therapy,0,0,1,0,0,0,0,0,0,0
you only bought be 2 drinks for the derwood job i think this is reasonable for my pain i still think about,0,0,1,0,0,0,0,0,0,0
red room of pain,0,0,1,0,0,0,0,0,0,0
herpes twice,0,0,1,0,0,0,0,0,0,0
herpes or herpes,0,0,1,0,0,0,0,0,0,0
mondays clinic,0,0,1,0,0,0,0,0,0,0
physical therapy,0,0,1,0,0,0,0,0,0,0
cold  flu,0,0,1,0,0,0,0,0,0,0
putting clinic,0,0,1,0,0,0,0,0,0,0
splint,0,0,1,0,0,0,0,0,0,0
don  t get aids,0,0,1,0,0,0,0,0,0,0
prescription,0,0,1,0,0,0,0,0,0,0
medicine,0,0,1,0,0,0,0,0,0,0
i  m a doctor,0,0,1,0,0,0,0,0,0,0
birth control,0,0,1,0,0,0,0,0,0,0
toenail fungus cream,0,0,1,0,0,0,0,0,0,0
medicated cream for your rash,0,0,1,0,0,0,0,0,0,0
qbr therapy session,0,0,1,0,0,0,0,0,0,0
rash guard,0,0,1,0,0,0,0,0,0,0
colonoscopy,0,0,1,0,0,0,0,0,0,0
infusion freediving,0,0,1,0,0,0,0,0,0,0
rash cream for  davidpertosoff  s private parts,0,0,1,0,0,0,0,0,0,0
max  s preconversion hormonal therapy drugs were not covered by his insurance so i agreed to loan him the money so he could start the process,0,0,1,0,0,0,0,0,0,0
clinic,0,0,1,0,0,0,0,0,0,0
for being nurse joy,0,0,1,0,0,0,0,0,0,0
for your colon,0,0,1,0,0,0,0,0,0,0
rash ointment,0,0,1,0,0,0,0,0,0,0
stress therapy,0,0,1,0,0,0,0,0,0,0
cancer,0,0,1,0,0,0,0,0,0,0
reconstructive surgery,0,0,1,0,0,0,0,0,0,0
rash guards,0,0,1,0,0,0,0,0,0,0
pain,0,0,1,0,0,0,0,0,0,0
the abortion,0,0,1,0,0,0,0,0,0,0
see a doctor to clear up that rash,0,0,1,0,0,0,0,0,0,0
bone marrow,0,0,1,0,0,0,0,0,0,0
ride for your abortion,0,0,1,0,0,0,0,0,0,0
dunkin iv injection,0,0,1,0,0,0,0,0,0,0
the antidote,0,0,1,0,0,0,0,0,0,0
i took a pill in ibiza,0,0,1,0,0,0,0,0,0,0
tumbling clinic kaylee rigby,0,0,1,0,0,0,0,0,0,0
prescription,0,0,1,0,0,0,0,0,0,0
vaccination,0,0,1,0,0,0,0,0,0,0
dave  s cancer fundraiser,0,0,1,0,0,0,0,0,0,0
pizza  qdoba  constipation,0,0,1,0,0,0,0,0,0,0
ligma gulpin slugma rydon sugondese,0,0,1,0,0,0,0,0,0,0
by accepting this request you are supporting jdrf  an organization dedicated to finding a cure to type 1 diabetes  this autoimmune effects so many people including 3 of my family members  thank you in advance for all your support,0,0,1,0,0,0,0,0,0,0
the ointment for your eczema,0,0,1,0,0,0,0,0,0,0
doctor,0,0,1,0,0,0,0,0,0,0
abortion money,0,0,1,0,0,0,0,0,0,0
doctor douche,0,0,1,0,0,0,0,0,0,0
colonoscopy,0,0,1,0,0,0,0,0,0,0
only to be used for either some marg or beer therapy,0,0,1,0,0,0,0,0,0,0
parasite medicine,0,0,1,0,0,0,0,0,0,0
if you wan na be sober and vomit,0,0,1,0,0,0,0,0,0,0
pain tracker phaedra,0,0,1,0,0,0,0,0,0,0
i wan na hurt somebody,0,0,1,0,0,0,0,0,0,0
therapy,0,0,1,0,0,0,0,0,0,0
ruining my lungs,0,0,1,0,0,0,0,0,0,0
gas for taking me to the hospital,0,0,1,0,0,0,0,0,0,0
home health aid,0,0,1,0,0,0,0,0,0,0
alcohol treatment after eating lebrons crappy,0,0,1,0,0,0,0,0,0,0
f ck cancer,0,1,1,0,0,0,0,0,0,0
for aids treatment  get well soon,0,0,1,0,0,0,0,0,0,0
smitty medicine,0,0,1,0,0,0,0,0,0,0
f    cancer,0,1,1,0,0,0,0,0,0,0
life saving medical attention,0,0,1,0,0,0,0,0,0,0
doctor,0,0,1,0,0,0,0,0,0,0
616 clinic,0,0,1,0,0,0,0,0,0,0
diarrhea,0,0,1,0,0,0,0,0,0,0
i have a headache,0,0,1,0,0,0,0,0,0,0
dentist,0,0,1,0,0,0,0,0,0,0
reimburse for the week  plague infection,0,0,1,0,0,0,0,0,0,0
medical expenses,0,0,1,0,0,0,0,0,0,0
hiv treatment,0,0,1,0,0,0,0,0,0,0
rash cream,0,0,1,0,0,0,0,0,0,0
diabetes,0,0,1,0,0,0,0,0,0,0
pain and suffering,0,0,1,0,0,0,0,0,0,0
therapy session,0,0,1,0,0,0,0,0,0,0
hypothyroidism,0,0,1,0,0,0,0,0,0,0
to help with ur autism,0,0,1,0,0,0,0,0,0,0
sugma treatment,0,0,1,0,0,0,0,0,0,0
blood donation type o,0,0,1,0,0,0,0,0,0,0
dentist,0,0,1,0,0,0,0,0,0,0
colonoscopy,0,0,1,0,0,0,0,0,0,0
std medication for paris,0,0,1,0,0,0,0,0,0,0
ending childhood cancer   thank you so much   u r the com,0,0,1,0,0,0,0,0,0,0
food and cancer,0,0,1,0,0,0,0,0,0,0
insomnia  venmodollar,0,0,1,0,0,0,0,0,0,0
that good pill popping moneyyyy,0,0,1,0,0,0,0,0,0,0
yum yum sauce that lubricates and cures tonsillitis,0,0,1,0,0,0,0,0,0,0
rash ointment,0,0,1,0,0,0,0,0,0,0
the best aids one could ask for,0,0,1,0,0,0,0,0,0,0
cough drop uber,0,0,1,0,0,0,0,0,0,0
therapy,0,0,1,0,0,0,0,0,0,0
gum surgery,0,0,1,0,0,0,0,0,0,0
le pain,0,0,1,0,0,0,0,0,0,0
that time you threw up all over me because you had hepatitis a,0,0,1,0,0,0,0,0,0,0
swell,0,0,1,0,0,0,0,0,0,0
group therapy,0,0,1,0,0,0,0,0,0,0
dentist,0,0,1,0,0,0,0,0,0,0
pregnant,0,0,1,0,0,0,0,0,0,0
swell eats yuuurrrr,0,0,1,0,0,0,0,0,0,0
for your rash,0,0,1,0,0,0,0,0,0,0
thank you for curing my bird s asthma,0,0,1,0,0,0,0,0,0,0
diarrhea,0,0,1,0,0,0,0,0,0,0
massage therapy,0,0,1,0,0,0,0,0,0,0
constipation pills,0,0,1,0,0,0,0,0,0,0
surgery for the two dogs,0,0,1,0,0,0,0,0,0,0
hydration cream,0,0,1,0,0,0,0,0,0,0
extra stomach,0,0,1,0,0,0,0,0,0,0
glucose guardian,0,0,1,0,0,0,0,0,0,0
eye surgery,0,0,1,0,0,0,0,0,0,0
insomnia,0,0,1,0,0,0,0,0,0,0
cancer sticks,0,0,1,0,0,0,0,0,0,0
therapy,0,0,1,0,0,0,0,0,0,0
therapy,0,0,1,0,0,0,0,0,0,0
diarrhea,0,0,1,0,0,0,0,0,0,0
juul addiction therapy,0,0,1,0,0,0,0,0,0,0
pregnancy test,0,0,1,0,0,0,0,0,0,0
pew pew pain,0,0,1,0,0,0,0,0,0,0
cancer,0,0,1,0,0,0,0,0,0,0
open sore,0,0,1,0,0,0,0,0,0,0
retail therapy,0,0,1,0,0,0,0,0,0,0
for rob  s aids,0,0,1,0,0,0,0,0,0,0
flu shot,0,0,1,0,0,0,0,0,0,0
study aids,0,0,1,0,0,0,0,0,0,0
medicine,0,0,1,0,0,0,0,0,0,0
here since taco bell was complete aids tn,0,0,1,0,0,0,0,0,0,0
physical therapy,0,0,1,0,0,0,0,0,0,0
acne,0,0,1,0,0,0,0,0,0,0
sparing me from hospital food,0,0,1,0,0,0,0,0,0,0
caffeine pills,0,0,1,0,0,0,0,0,0,0
amnesia,0,0,1,0,0,0,0,0,0,0
doctor  s bill,0,0,1,0,0,0,0,0,0,0
doctor and,0,0,1,0,0,0,0,0,0,0
pregnant,0,0,1,0,0,0,0,0,0,0
cooz bruise,0,0,1,0,0,0,0,0,0,0
medicine to keep my alive,0,0,1,0,0,0,0,0,0,0
couples therapy  3,0,0,1,0,0,0,0,0,0,0
this is for transmitting the ligma virus to me  you paid for my holma bofa medication  thanks you beautiful sugondese human being,0,0,1,0,0,0,0,0,0,0
hospital bills,0,0,1,0,0,0,0,0,0,0
potential diabetes,0,0,1,0,0,0,0,0,0,0
52 return  50 from jax touch to support clinic,0,0,1,0,0,0,0,0,0,0
the grape depression,0,0,1,0,0,0,0,0,0,0
enduring pain,0,0,1,0,0,0,0,0,0,0
the medicine,0,0,1,0,0,0,0,0,0,0
stomach cramps,0,0,1,0,0,0,0,0,0,0
